proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,15,200000,3000000,11,10,11,1,110000,1100000,1210000,-110000,-10.0,Bogotá,Lluvia,Sobrecosto,2026-01-15,2025-01-14,379,-366
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,83,4500,373500,26,23,26,3,130000,2990000,3380000,-390000,-13.043478260869565,Bogotá,Lluvia,Sobrecosto,2026-01-24,2025-02-21,388,-337
3,Residencial Altos del Norte,Residencial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,15,14,15,1,120000,1680000,1800000,-120000,-7.142857142857142,Bogotá,Lluvia,Sobrecosto,2026-01-28,2025-02-12,392,-350
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,11,13,11,-2,120000,1560000,1320000,240000,15.384615384615383,Bogotá,Soleado,Ahorro,2026-01-12,2025-02-28,376,-318
3,Residencial Altos del Norte,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,28,28,28,0,130000,3640000,3640000,0,0.0,Bogotá,Soleado,En presupuesto,2026-01-21,2025-02-11,385,-344
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,11,13,11,-2,110000,1430000,1210000,220000,15.384615384615383,Bogotá,Soleado,Ahorro,2025-12-18,2025-02-13,351,-308
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,6,5,6,1,110000,550000,660000,-110000,-20.0,Bogotá,Lluvia,Sobrecosto,2025-11-24,2025-02-15,327,-282
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,12,140000,1680000,16,14,16,2,120000,1680000,1920000,-240000,-14.285714285714285,Bogotá,Lluvia,Sobrecosto,2025-12-05,2025-03-01,338,-279
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,10,140000,1400000,16,20,16,-4,120000,2400000,1920000,480000,20.0,Bogotá,Nublado,Ahorro,2025-12-20,2025-01-22,353,-332
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,3,3,3,0,95000,285000,285000,0,0.0,Bogotá,Soleado,En presupuesto,2025-12-18,2025-02-19,351,-302
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,4,4,4,0,95000,380000,380000,0,0.0,Bogotá,Nublado,En presupuesto,2026-01-28,2025-01-13,392,-380
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,15,18,15,-3,130000,2340000,1950000,390000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-12-23,2025-02-26,356,-300
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,16,14,16,2,130000,1820000,2080000,-260000,-14.285714285714285,Bogotá,Nublado,Sobrecosto,2026-01-21,2025-03-03,385,-324
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,16,17,16,-1,130000,2210000,2080000,130000,5.88235294117647,Bogotá,Soleado,Ahorro,2025-12-23,2025-03-11,356,-287
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,103,4500,463500,25,22,25,3,130000,2860000,3250000,-390000,-13.636363636363637,Bogotá,Lluvia,Sobrecosto,2025-11-25,2025-02-01,328,-297
3,Residencial Altos del Norte,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,13,12,13,1,120000,1440000,1560000,-120000,-8.333333333333332,Bogotá,Nublado,Sobrecosto,2026-01-25,2025-01-28,389,-362
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,18,120000,2160000,13,13,13,0,120000,1560000,1560000,0,0.0,Bogotá,Nublado,En presupuesto,2025-12-26,2025-02-27,359,-302
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,87,4500,391500,27,24,27,3,130000,3120000,3510000,-390000,-12.5,Bogotá,Nublado,Sobrecosto,2026-01-27,2025-02-16,391,-345
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,19,20,19,-1,130000,2600000,2470000,130000,5.0,Bogotá,Soleado,Ahorro,2025-12-14,2025-01-20,347,-328
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,6,7,6,-1,100000,700000,600000,100000,14.285714285714285,Bogotá,Nublado,Ahorro,2025-11-23,2025-01-23,326,-304
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,12,11,12,1,110000,1210000,1320000,-110000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2025-12-07,2025-01-30,340,-311
8,Mall Gran Avenida,Comercial,Instalaciones,Gas,Punto gas,Punto,6,130000,780000,14,13,14,1,120000,1560000,1680000,-120000,-7.6923076923076925,Bogotá,Lluvia,Sobrecosto,2025-12-11,2025-02-02,344,-312
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,15,15,15,0,120000,1800000,1800000,0,0.0,Bogotá,Nublado,En presupuesto,2025-12-21,2025-02-04,354,-320
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,92,4500,414000,28,32,28,-4,130000,4160000,3640000,520000,12.5,Bogotá,Soleado,Ahorro,2025-11-30,2025-03-23,333,-252
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,19,24,19,-5,130000,3120000,2470000,650000,20.833333333333336,Bogotá,Soleado,Ahorro,2025-12-21,2025-02-04,354,-320
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,112,4500,504000,21,24,21,-3,130000,3120000,2730000,390000,12.5,Bogotá,Nublado,Ahorro,2025-12-20,2025-02-17,353,-306
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,29,36,29,-7,130000,4680000,3770000,910000,19.444444444444446,Bogotá,Soleado,Ahorro,2025-11-24,2025-03-05,327,-264
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,114,4500,513000,20,20,20,0,130000,2600000,2600000,0,0.0,Bogotá,Soleado,En presupuesto,2026-02-01,2025-02-15,396,-351
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,11,30000,330000,11,10,11,1,95000,950000,1045000,-95000,-10.0,Bogotá,Lluvia,Sobrecosto,2026-01-28,2025-02-17,392,-345
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,88,4500,396000,23,23,23,0,130000,2990000,2990000,0,0.0,Bogotá,Soleado,En presupuesto,2026-02-01,2025-02-27,396,-339
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,20,22,20,-2,130000,2860000,2600000,260000,9.090909090909092,Bogotá,Soleado,Ahorro,2026-02-01,2025-02-17,396,-349
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,10,11,10,-1,110000,1210000,1100000,110000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-12-13,2025-02-25,346,-291
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,9,11,9,-2,100000,1100000,900000,200000,18.181818181818183,Bogotá,Soleado,Ahorro,2026-01-13,2025-02-08,377,-339
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,84,4500,378000,18,19,18,-1,130000,2470000,2340000,130000,5.263157894736842,Bogotá,Soleado,Ahorro,2025-12-23,2025-02-07,356,-319
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,16,15,16,1,130000,1950000,2080000,-130000,-6.666666666666667,Bogotá,Lluvia,Sobrecosto,2025-12-02,2025-02-04,335,-301
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,27,24,27,3,130000,3120000,3510000,-390000,-12.5,Bogotá,Lluvia,Sobrecosto,2025-12-22,2025-02-20,355,-305
0,Conjunto Residencial Marsella,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,20,18,20,2,130000,2340000,2600000,-260000,-11.11111111111111,Bogotá,Nublado,Sobrecosto,2026-01-20,2025-03-12,384,-314
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,21,20,21,1,130000,2600000,2730000,-130000,-5.0,Bogotá,Nublado,Sobrecosto,2025-11-28,2025-02-05,331,-296
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,19,20,19,-1,130000,2600000,2470000,130000,5.0,Bogotá,Soleado,Ahorro,2025-12-20,2025-01-26,353,-328
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Vaciado,Concreto,m3,14,350000,4900000,23,28,23,-5,130000,3640000,2990000,650000,17.857142857142858,Bogotá,Soleado,Ahorro,2025-12-24,2025-03-01,357,-298
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,17,16,17,1,130000,2080000,2210000,-130000,-6.25,Bogotá,Nublado,Sobrecosto,2025-12-18,2025-03-12,351,-281
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,34,50000,1700000,18,20,18,-2,105000,2100000,1890000,210000,10.0,Bogotá,Nublado,Ahorro,2025-11-29,2025-02-27,332,-275
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Estuco,Estuco plástico,Bulto,18,30000,540000,12,12,12,0,95000,1140000,1140000,0,0.0,Bogotá,Soleado,En presupuesto,2025-12-19,2025-02-18,352,-304
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,43,50000,2150000,12,13,12,-1,105000,1365000,1260000,105000,7.6923076923076925,Bogotá,Nublado,Ahorro,2025-12-19,2025-01-30,352,-323
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,101,4500,454500,16,16,16,0,130000,2080000,2080000,0,0.0,Bogotá,Nublado,En presupuesto,2025-12-16,2025-02-25,349,-294
9,Centro Empresarial Nova,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,14,17,14,-3,120000,2040000,1680000,360000,17.647058823529413,Bogotá,Soleado,Ahorro,2025-12-30,2025-01-19,363,-345
8,Mall Gran Avenida,Comercial,Instalaciones,Gas,Punto gas,Punto,7,130000,910000,18,19,18,-1,120000,2280000,2160000,120000,5.263157894736842,Bogotá,Soleado,Ahorro,2025-12-10,2025-03-11,343,-274
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Acueducto,Punto agua,Punto,15,140000,2100000,15,18,15,-3,120000,2160000,1800000,360000,16.666666666666664,Bogotá,Soleado,Ahorro,2026-01-21,2025-03-12,385,-315
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,93,4500,418500,17,18,17,-1,130000,2340000,2210000,130000,5.555555555555555,Bogotá,Nublado,Ahorro,2025-12-17,2025-02-24,350,-296
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,13,15,13,-2,90000,1350000,1170000,180000,13.333333333333334,Bogotá,Soleado,Ahorro,2025-12-08,2025-01-21,341,-321
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,6,7,6,-1,95000,665000,570000,95000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-12-17,2025-01-14,350,-337
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,5,6,5,-1,95000,570000,475000,95000,16.666666666666664,Bogotá,Soleado,Ahorro,2026-01-28,2025-01-24,392,-369
6,Centro Comercial Plaza Central,Comercial,Estructura,Armado,Acero,Kg,118,4500,531000,27,34,27,-7,130000,4420000,3510000,910000,20.588235294117645,Bogotá,Soleado,Ahorro,2025-12-03,2025-02-11,336,-295
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,11,200000,2200000,12,11,12,1,110000,1210000,1320000,-110000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2026-01-23,2025-02-07,387,-350
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,6,8,6,-2,95000,760000,570000,190000,25.0,Bogotá,Soleado,Ahorro,2025-12-08,2025-02-05,341,-306
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,37,40000,1480000,14,12,14,2,100000,1200000,1400000,-200000,-16.666666666666664,Bogotá,Nublado,Sobrecosto,2026-01-28,2025-01-16,392,-377
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,5,90000,450000,12,15,12,-3,90000,1350000,1080000,270000,20.0,Bogotá,Soleado,Ahorro,2025-12-14,2025-01-18,347,-330
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,10,30000,300000,9,10,9,-1,95000,950000,855000,95000,10.0,Bogotá,Soleado,Ahorro,2026-01-18,2025-03-01,382,-323
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,16,19,16,-3,130000,2470000,2080000,390000,15.789473684210526,Bogotá,Soleado,Ahorro,2025-12-05,2025-01-19,338,-320
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,16,18,16,-2,120000,2160000,1920000,240000,11.11111111111111,Bogotá,Soleado,Ahorro,2025-12-26,2025-02-12,359,-317
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,15,15,15,0,120000,1800000,1800000,0,0.0,Bogotá,Nublado,En presupuesto,2025-12-26,2025-02-09,359,-320
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,4,5,4,-1,95000,475000,380000,95000,20.0,Bogotá,Soleado,Ahorro,2025-12-23,2025-01-28,356,-329
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,16,200000,3200000,14,17,14,-3,110000,1870000,1540000,330000,17.647058823529413,Bogotá,Soleado,Ahorro,2025-12-17,2025-02-04,350,-316
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Pintura,Pintura,Galón,8,90000,720000,18,19,18,-1,90000,1710000,1620000,90000,5.263157894736842,Bogotá,Soleado,Ahorro,2025-12-23,2025-03-03,356,-295
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,47,50000,2350000,14,16,14,-2,105000,1680000,1470000,210000,12.5,Bogotá,Soleado,Ahorro,2025-12-28,2025-03-15,361,-288
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,19,130000,2470000,15,18,15,-3,120000,2160000,1800000,360000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-12-06,2025-01-30,339,-310
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,14,15,14,-1,120000,1800000,1680000,120000,6.666666666666667,Bogotá,Nublado,Ahorro,2025-12-26,2025-02-13,359,-316
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,12,15,12,-3,120000,1800000,1440000,360000,20.0,Bogotá,Soleado,Ahorro,2025-12-24,2025-02-01,357,-326
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,11,14,11,-3,110000,1540000,1210000,330000,21.428571428571427,Bogotá,Nublado,Ahorro,2026-02-03,2025-03-06,398,-334
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,5,6,5,-1,95000,570000,475000,95000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-12-11,2025-02-11,344,-303
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,36,50000,1800000,16,14,16,2,105000,1470000,1680000,-210000,-14.285714285714285,Bogotá,Lluvia,Sobrecosto,2025-12-08,2025-02-08,341,-303
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,24,50000,1200000,12,12,12,0,105000,1260000,1260000,0,0.0,Bogotá,Nublado,En presupuesto,2025-12-27,2025-01-31,360,-330
0,Conjunto Residencial Marsella,Residencial,Acabados,Pintura,Pintura,Galón,5,90000,450000,11,11,11,0,90000,990000,990000,0,0.0,Bogotá,Nublado,En presupuesto,2026-01-18,2025-03-09,382,-315
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,9,200000,1800000,8,10,8,-2,110000,1100000,880000,220000,20.0,Bogotá,Soleado,Ahorro,2025-12-18,2025-01-22,351,-330
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,9,9,9,0,110000,990000,990000,0,0.0,Bogotá,Soleado,En presupuesto,2025-12-22,2025-01-11,355,-345
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,14,130000,1820000,14,16,14,-2,120000,1920000,1680000,240000,12.5,Bogotá,Soleado,Ahorro,2025-12-12,2025-01-23,345,-323
1,Urbanización Los Almendros,Residencial,Instalaciones,Acueducto,Punto agua,Punto,18,140000,2520000,14,14,14,0,120000,1680000,1680000,0,0.0,Bogotá,Soleado,En presupuesto,2025-11-26,2025-03-07,329,-264
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,12,40000,480000,16,17,16,-1,100000,1700000,1600000,100000,5.88235294117647,Bogotá,Soleado,Ahorro,2025-12-29,2025-03-15,362,-289
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,108,4500,486000,15,14,15,1,130000,1820000,1950000,-130000,-7.142857142857142,Bogotá,Nublado,Sobrecosto,2025-12-25,2025-02-02,358,-326
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,27,40000,1080000,13,14,13,-1,100000,1400000,1300000,100000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-12-08,2025-02-26,341,-285
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,24,30000,720000,9,11,9,-2,95000,1045000,855000,190000,18.181818181818183,Bogotá,Soleado,Ahorro,2026-01-18,2025-02-22,382,-330
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,81,4500,364500,24,31,24,-7,130000,4030000,3120000,910000,22.58064516129032,Bogotá,Soleado,Ahorro,2026-01-27,2025-03-02,391,-331
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,17,18,17,-1,130000,2340000,2210000,130000,5.555555555555555,Bogotá,Soleado,Ahorro,2025-12-09,2025-01-29,342,-314
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,5,300000,1500000,6,8,6,-2,100000,800000,600000,200000,25.0,Bogotá,Soleado,Ahorro,2025-12-29,2025-01-20,362,-343
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,6,7,6,-1,95000,665000,570000,95000,14.285714285714285,Bogotá,Soleado,Ahorro,2026-02-04,2025-01-29,399,-371
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,116,4500,522000,29,28,29,1,130000,3640000,3770000,-130000,-3.571428571428571,Bogotá,Nublado,Sobrecosto,2026-02-01,2025-03-13,396,-325
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,16,15,16,1,130000,1950000,2080000,-130000,-6.666666666666667,Bogotá,Nublado,Sobrecosto,2025-12-22,2025-02-27,355,-298
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,23,40000,920000,15,13,15,2,100000,1300000,1500000,-200000,-15.384615384615383,Bogotá,Lluvia,Sobrecosto,2026-01-03,2025-02-28,367,-309
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,13,17,13,-4,95000,1615000,1235000,380000,23.52941176470588,Bogotá,Soleado,Ahorro,2026-01-21,2025-01-30,385,-356
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,15,40000,600000,16,15,16,1,100000,1500000,1600000,-100000,-6.666666666666667,Bogotá,Lluvia,Sobrecosto,2026-01-01,2025-02-28,365,-307
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,7,150000,1050000,16,18,16,-2,120000,2160000,1920000,240000,11.11111111111111,Bogotá,Soleado,Ahorro,2026-02-01,2025-02-15,396,-351
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,7,120000,840000,10,12,10,-2,120000,1440000,1200000,240000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-12-16,2025-03-05,349,-286
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,15,16,15,-1,130000,2080000,1950000,130000,6.25,Bogotá,Soleado,Ahorro,2025-12-09,2025-02-14,342,-298
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,11,10,11,1,110000,1100000,1210000,-110000,-10.0,Bogotá,Nublado,Sobrecosto,2025-12-28,2025-02-21,361,-310
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,5,5,5,0,95000,475000,475000,0,0.0,Bogotá,Soleado,En presupuesto,2025-12-18,2025-02-11,351,-310
4,Conjunto Horizonte Verde,Residencial,Acabados,Cielorraso,Drywall,Lámina,20,40000,800000,12,14,12,-2,100000,1400000,1200000,200000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-12-27,2025-02-06,360,-324
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,29,30,29,-1,130000,3900000,3770000,130000,3.333333333333333,Bogotá,Soleado,Ahorro,2026-01-30,2025-02-24,394,-340
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,101,4500,454500,26,28,26,-2,130000,3640000,3380000,260000,7.142857142857142,Bogotá,Soleado,Ahorro,2025-12-28,2025-03-02,361,-301
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,29,28,29,1,130000,3640000,3770000,-130000,-3.571428571428571,Bogotá,Lluvia,Sobrecosto,2026-01-03,2025-03-27,367,-282
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,93,4500,418500,20,24,20,-4,130000,3120000,2600000,520000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-12-14,2025-03-12,347,-277
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,15,13,15,2,130000,1690000,1950000,-260000,-15.384615384615383,Bogotá,Lluvia,Sobrecosto,2025-12-20,2025-02-21,353,-302
1,Urbanización Los Almendros,Residencial,Acabados,Pintura,Pintura,Galón,5,90000,450000,13,16,13,-3,90000,1440000,1170000,270000,18.75,Bogotá,Soleado,Ahorro,2025-11-23,2025-02-20,326,-276
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,28,31,28,-3,130000,4030000,3640000,390000,9.67741935483871,Bogotá,Soleado,Ahorro,2026-01-27,2025-02-12,391,-349
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,20,40000,800000,13,13,13,0,100000,1300000,1300000,0,0.0,Bogotá,Soleado,En presupuesto,2025-12-14,2025-01-29,347,-319
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,12,10,12,2,95000,950000,1140000,-190000,-20.0,Bogotá,Nublado,Sobrecosto,2026-02-02,2025-03-13,397,-326
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,17,20,17,-3,130000,2600000,2210000,390000,15.0,Bogotá,Soleado,Ahorro,2026-02-06,2025-02-20,401,-351
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,25,26,25,-1,130000,3380000,3250000,130000,3.8461538461538463,Bogotá,Nublado,Ahorro,2025-11-23,2025-03-09,326,-259
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,17,30000,510000,12,15,12,-3,95000,1425000,1140000,285000,20.0,Bogotá,Soleado,Ahorro,2025-12-13,2025-02-07,346,-309
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,9,300000,2700000,8,9,8,-1,100000,900000,800000,100000,11.11111111111111,Bogotá,Soleado,Ahorro,2026-02-03,2025-03-06,398,-334
5,Residencial Jardines del Sur,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,9,8,9,1,100000,800000,900000,-100000,-12.5,Bogotá,Lluvia,Sobrecosto,2026-02-07,2025-01-20,402,-383
1,Urbanización Los Almendros,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,10,11,10,-1,95000,1045000,950000,95000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-11-24,2025-03-03,327,-266
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,23,50000,1150000,12,11,12,1,105000,1155000,1260000,-105000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2025-12-22,2025-01-26,355,-330
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,14,13,14,1,120000,1560000,1680000,-120000,-7.6923076923076925,Bogotá,Nublado,Sobrecosto,2025-12-15,2025-02-09,348,-309
3,Residencial Altos del Norte,Residencial,Instalaciones,Gas,Punto gas,Punto,19,130000,2470000,17,21,17,-4,120000,2520000,2040000,480000,19.047619047619047,Bogotá,Soleado,Ahorro,2026-01-30,2025-03-13,394,-323
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,115,4500,517500,27,24,27,3,130000,3120000,3510000,-390000,-12.5,Bogotá,Lluvia,Sobrecosto,2026-02-06,2025-03-08,401,-335
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,14,200000,2800000,11,13,11,-2,110000,1430000,1210000,220000,15.384615384615383,Bogotá,Soleado,Ahorro,2025-12-13,2025-03-04,346,-284
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,1,300000,300000,7,7,7,0,100000,700000,700000,0,0.0,Bogotá,Soleado,En presupuesto,2025-12-26,2025-02-25,359,-304
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,9,8,9,1,100000,800000,900000,-100000,-12.5,Bogotá,Nublado,Sobrecosto,2025-12-03,2025-02-12,336,-294
