proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada,costo_total
9,Centro Empresarial Nova,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,20,150000,3000000,11,11,11,0,120000.0,1320000.0,1320000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-12-18,2025-02-13,351,-308,3120000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Acueducto,Punto agua,Punto,15,140000,2100000,11,13,11,-2,120000.0,1560000.0,1320000.0,240000.0,-15.0,Bogotá,Soleado,Ahorro,2026-01-21,2025-02-02,385,-353,2220000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,115,4500,517500,26,29,26,-3,130000.0,3770000.0,3380000.0,390000.0,-10.0,Bogotá,Nublado,Ahorro,2025-12-15,2025-03-08,348,-282,647500.0
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,88,4500,396000,23,24,23,-1,130000.0,3120000.0,2990000.0,130000.0,-4.0,Bogotá,Soleado,Ahorro,2025-11-19,2025-02-28,322,-264,526000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,23,29,23,-6,130000.0,3770000.0,2990000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2026-01-15,2025-01-28,379,-352,5380000.0
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,22,24,22,-2,130000.0,3120000.0,2860000.0,260000.0,-8.0,Bogotá,Nublado,Ahorro,2025-12-17,2025-02-14,350,-306,2580000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Gas,Punto gas,Punto,16,130000,2080000,18,21,18,-3,120000.0,2520000.0,2160000.0,360000.0,-14.0,Bogotá,Soleado,Ahorro,2025-12-18,2025-02-25,351,-296,2200000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,13,15,13,-2,120000.0,1800000.0,1560000.0,240000.0,-13.0,Bogotá,Soleado,Ahorro,2025-12-19,2025-03-08,352,-286,1240000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,8,120000,960000,10,11,10,-1,120000.0,1320000.0,1200000.0,120000.0,-9.0,Bogotá,Nublado,Ahorro,2025-12-03,2025-03-08,336,-270,1080000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,4,5,4,-1,95000.0,475000.0,380000.0,95000.0,-20.0,Bogotá,Soleado,Ahorro,2025-12-19,2025-01-18,352,-335,1595000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,15,200000,3000000,11,10,11,1,110000.0,1100000.0,1210000.0,-110000.0,10.0,Bogotá,Lluvia,Sobrecosto,2026-01-15,2025-01-14,379,-366,3110000.0
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,83,4500,373500,26,23,26,3,130000.0,2990000.0,3380000.0,-390000.0,13.0,Bogotá,Lluvia,Sobrecosto,2026-01-24,2025-02-21,388,-337,503500.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,15,14,15,1,120000.0,1680000.0,1800000.0,-120000.0,7.0,Bogotá,Lluvia,Sobrecosto,2026-01-28,2025-02-12,392,-350,1240000.0
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,11,13,11,-2,120000.0,1560000.0,1320000.0,240000.0,-15.0,Bogotá,Soleado,Ahorro,2026-01-12,2025-02-28,376,-318,1240000.0
3,Residencial Altos del Norte,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,28,28,28,0,130000.0,3640000.0,3640000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2026-01-21,2025-02-11,385,-344,539500.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,11,13,11,-2,110000.0,1430000.0,1210000.0,220000.0,-15.0,Bogotá,Soleado,Ahorro,2025-12-18,2025-02-13,351,-308,1510000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,6,5,6,1,110000.0,550000.0,660000.0,-110000.0,20.0,Bogotá,Lluvia,Sobrecosto,2025-11-24,2025-02-15,327,-282,1510000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,12,140000,1680000,16,14,16,2,120000.0,1680000.0,1920000.0,-240000.0,14.0,Bogotá,Lluvia,Sobrecosto,2025-12-05,2025-03-01,338,-279,1800000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,10,140000,1400000,16,20,16,-4,120000.0,2400000.0,1920000.0,480000.0,-20.0,Bogotá,Nublado,Ahorro,2025-12-20,2025-01-22,353,-332,1520000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,3,3,3,0,95000.0,285000.0,285000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-12-18,2025-02-19,351,-302,2345000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,4,4,4,0,95000.0,380000.0,380000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2026-01-28,2025-01-13,392,-380,1595000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,15,18,15,-3,130000.0,2340000.0,1950000.0,390000.0,-17.0,Bogotá,Soleado,Ahorro,2025-12-23,2025-02-26,356,-300,629500.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,16,14,16,2,130000.0,1820000.0,2080000.0,-260000.0,14.0,Bogotá,Nublado,Sobrecosto,2026-01-21,2025-03-03,385,-324,5030000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,16,17,16,-1,130000.0,2210000.0,2080000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-12-23,2025-03-11,356,-287,4330000.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,103,4500,463500,25,22,25,3,130000.0,2860000.0,3250000.0,-390000.0,14.0,Bogotá,Lluvia,Sobrecosto,2025-11-25,2025-02-01,328,-297,593500.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,13,12,13,1,120000.0,1440000.0,1560000.0,-120000.0,8.0,Bogotá,Nublado,Sobrecosto,2026-01-25,2025-01-28,389,-362,1200000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,18,120000,2160000,13,13,13,0,120000.0,1560000.0,1560000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-12-26,2025-02-27,359,-302,2280000.0
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,87,4500,391500,27,24,27,3,130000.0,3120000.0,3510000.0,-390000.0,13.0,Bogotá,Nublado,Sobrecosto,2026-01-27,2025-02-16,391,-345,521500.0
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,19,20,19,-1,130000.0,2600000.0,2470000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-12-14,2025-01-20,347,-328,4680000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,6,7,6,-1,100000.0,700000.0,600000.0,100000.0,-14.0,Bogotá,Nublado,Ahorro,2025-11-23,2025-01-23,326,-304,2200000.0
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,12,11,12,1,110000.0,1210000.0,1320000.0,-110000.0,9.0,Bogotá,Lluvia,Sobrecosto,2025-12-07,2025-01-30,340,-311,1310000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Gas,Punto gas,Punto,6,130000,780000,14,13,14,1,120000.0,1560000.0,1680000.0,-120000.0,8.0,Bogotá,Lluvia,Sobrecosto,2025-12-11,2025-02-02,344,-312,900000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,15,15,15,0,120000.0,1800000.0,1800000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-12-21,2025-02-04,354,-320,1200000.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,92,4500,414000,28,32,28,-4,130000.0,4160000.0,3640000.0,520000.0,-13.0,Bogotá,Soleado,Ahorro,2025-11-30,2025-03-23,333,-252,544000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,19,24,19,-5,130000.0,3120000.0,2470000.0,650000.0,-21.0,Bogotá,Soleado,Ahorro,2025-12-21,2025-02-04,354,-320,4330000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,112,4500,504000,21,24,21,-3,130000.0,3120000.0,2730000.0,390000.0,-13.0,Bogotá,Nublado,Ahorro,2025-12-20,2025-02-17,353,-306,634000.0
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,29,36,29,-7,130000.0,4680000.0,3770000.0,910000.0,-19.0,Bogotá,Soleado,Ahorro,2025-11-24,2025-03-05,327,-264,2930000.0
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,114,4500,513000,20,20,20,0,130000.0,2600000.0,2600000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2026-02-01,2025-02-15,396,-351,643000.0
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,11,30000,330000,11,10,11,1,95000.0,950000.0,1045000.0,-95000.0,10.0,Bogotá,Lluvia,Sobrecosto,2026-01-28,2025-02-17,392,-345,425000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,88,4500,396000,23,23,23,0,130000.0,2990000.0,2990000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2026-02-01,2025-02-27,396,-339,526000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,20,22,20,-2,130000.0,2860000.0,2600000.0,260000.0,-9.0,Bogotá,Soleado,Ahorro,2026-02-01,2025-02-17,396,-349,638500.0
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,10,11,10,-1,110000.0,1210000.0,1100000.0,110000.0,-9.0,Bogotá,Soleado,Ahorro,2025-12-13,2025-02-25,346,-291,2310000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,9,11,9,-2,100000.0,1100000.0,900000.0,200000.0,-18.0,Bogotá,Soleado,Ahorro,2026-01-13,2025-02-08,377,-339,2500000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,84,4500,378000,18,19,18,-1,130000.0,2470000.0,2340000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-12-23,2025-02-07,356,-319,508000.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,16,15,16,1,130000.0,1950000.0,2080000.0,-130000.0,7.0,Bogotá,Lluvia,Sobrecosto,2025-12-02,2025-02-04,335,-301,4680000.0
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,27,24,27,3,130000.0,3120000.0,3510000.0,-390000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-12-22,2025-02-20,355,-305,3630000.0
0,Conjunto Residencial Marsella,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,20,18,20,2,130000.0,2340000.0,2600000.0,-260000.0,11.0,Bogotá,Nublado,Sobrecosto,2026-01-20,2025-03-12,384,-314,539500.0
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,21,20,21,1,130000.0,2600000.0,2730000.0,-130000.0,5.0,Bogotá,Nublado,Sobrecosto,2025-11-28,2025-02-05,331,-296,5380000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,19,20,19,-1,130000.0,2600000.0,2470000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-12-20,2025-01-26,353,-328,638500.0
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Vaciado,Concreto,m3,14,350000,4900000,23,28,23,-5,130000.0,3640000.0,2990000.0,650000.0,-18.0,Bogotá,Soleado,Ahorro,2025-12-24,2025-03-01,357,-298,5030000.0
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,17,16,17,1,130000.0,2080000.0,2210000.0,-130000.0,6.0,Bogotá,Nublado,Sobrecosto,2025-12-18,2025-03-12,351,-281,539500.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,34,50000,1700000,18,20,18,-2,105000.0,2100000.0,1890000.0,210000.0,-10.0,Bogotá,Nublado,Ahorro,2025-11-29,2025-02-27,332,-275,1805000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Estuco,Estuco plástico,Bulto,18,30000,540000,12,12,12,0,95000.0,1140000.0,1140000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-12-19,2025-02-18,352,-304,635000.0
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,43,50000,2150000,12,13,12,-1,105000.0,1365000.0,1260000.0,105000.0,-8.0,Bogotá,Nublado,Ahorro,2025-12-19,2025-01-30,352,-323,2255000.0
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,101,4500,454500,16,16,16,0,130000.0,2080000.0,2080000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-12-16,2025-02-25,349,-294,584500.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,14,17,14,-3,120000.0,2040000.0,1680000.0,360000.0,-18.0,Bogotá,Soleado,Ahorro,2025-12-30,2025-01-19,363,-345,1200000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Gas,Punto gas,Punto,7,130000,910000,18,19,18,-1,120000.0,2280000.0,2160000.0,120000.0,-5.0,Bogotá,Soleado,Ahorro,2025-12-10,2025-03-11,343,-274,1030000.0
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Acueducto,Punto agua,Punto,15,140000,2100000,15,18,15,-3,120000.0,2160000.0,1800000.0,360000.0,-17.0,Bogotá,Soleado,Ahorro,2026-01-21,2025-03-12,385,-315,2220000.0
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,93,4500,418500,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Nublado,Ahorro,2025-12-17,2025-02-24,350,-296,548500.0
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,13,15,13,-2,90000.0,1350000.0,1170000.0,180000.0,-13.0,Bogotá,Soleado,Ahorro,2025-12-08,2025-01-21,341,-321,1350000.0
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,6,7,6,-1,95000.0,665000.0,570000.0,95000.0,-14.0,Bogotá,Soleado,Ahorro,2025-12-17,2025-01-14,350,-337,345000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,5,6,5,-1,95000.0,570000.0,475000.0,95000.0,-17.0,Bogotá,Soleado,Ahorro,2026-01-28,2025-01-24,392,-369,845000.0
6,Centro Comercial Plaza Central,Comercial,Estructura,Armado,Acero,Kg,118,4500,531000,27,34,27,-7,130000.0,4420000.0,3510000.0,910000.0,-21.0,Bogotá,Soleado,Ahorro,2025-12-03,2025-02-11,336,-295,661000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,11,200000,2200000,12,11,12,1,110000.0,1210000.0,1320000.0,-110000.0,9.0,Bogotá,Lluvia,Sobrecosto,2026-01-23,2025-02-07,387,-350,2310000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,6,8,6,-2,95000.0,760000.0,570000.0,190000.0,-25.0,Bogotá,Soleado,Ahorro,2025-12-08,2025-02-05,341,-306,2595000.0
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,37,40000,1480000,14,12,14,2,100000.0,1200000.0,1400000.0,-200000.0,17.0,Bogotá,Nublado,Sobrecosto,2026-01-28,2025-01-16,392,-377,1580000.0
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,5,90000,450000,12,15,12,-3,90000.0,1350000.0,1080000.0,270000.0,-20.0,Bogotá,Soleado,Ahorro,2025-12-14,2025-01-18,347,-330,540000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,10,30000,300000,9,10,9,-1,95000.0,950000.0,855000.0,95000.0,-10.0,Bogotá,Soleado,Ahorro,2026-01-18,2025-03-01,382,-323,395000.0
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,16,19,16,-3,130000.0,2470000.0,2080000.0,390000.0,-16.0,Bogotá,Soleado,Ahorro,2025-12-05,2025-01-19,338,-320,2580000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,16,18,16,-2,120000.0,2160000.0,1920000.0,240000.0,-11.0,Bogotá,Soleado,Ahorro,2025-12-26,2025-02-12,359,-317,2520000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,15,15,15,0,120000.0,1800000.0,1800000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-12-26,2025-02-09,359,-320,960000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,4,5,4,-1,95000.0,475000.0,380000.0,95000.0,-20.0,Bogotá,Soleado,Ahorro,2025-12-23,2025-01-28,356,-329,845000.0
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,16,200000,3200000,14,17,14,-3,110000.0,1870000.0,1540000.0,330000.0,-18.0,Bogotá,Soleado,Ahorro,2025-12-17,2025-02-04,350,-316,3310000.0
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Pintura,Pintura,Galón,8,90000,720000,18,19,18,-1,90000.0,1710000.0,1620000.0,90000.0,-5.0,Bogotá,Soleado,Ahorro,2025-12-23,2025-03-03,356,-295,810000.0
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,47,50000,2350000,14,16,14,-2,105000.0,1680000.0,1470000.0,210000.0,-13.0,Bogotá,Soleado,Ahorro,2025-12-28,2025-03-15,361,-288,2455000.0
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,19,130000,2470000,15,18,15,-3,120000.0,2160000.0,1800000.0,360000.0,-17.0,Bogotá,Soleado,Ahorro,2025-12-06,2025-01-30,339,-310,2590000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,14,15,14,-1,120000.0,1800000.0,1680000.0,120000.0,-7.0,Bogotá,Nublado,Ahorro,2025-12-26,2025-02-13,359,-316,2520000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,12,15,12,-3,120000.0,1800000.0,1440000.0,360000.0,-20.0,Bogotá,Soleado,Ahorro,2025-12-24,2025-02-01,357,-326,1920000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,11,14,11,-3,110000.0,1540000.0,1210000.0,330000.0,-21.0,Bogotá,Nublado,Ahorro,2026-02-03,2025-03-06,398,-334,2910000.0
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,5,6,5,-1,95000.0,570000.0,475000.0,95000.0,-17.0,Bogotá,Soleado,Ahorro,2025-12-11,2025-02-11,344,-303,1595000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,36,50000,1800000,16,14,16,2,105000.0,1470000.0,1680000.0,-210000.0,14.0,Bogotá,Lluvia,Sobrecosto,2025-12-08,2025-02-08,341,-303,1905000.0
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,24,50000,1200000,12,12,12,0,105000.0,1260000.0,1260000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-12-27,2025-01-31,360,-330,1305000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Pintura,Pintura,Galón,5,90000,450000,11,11,11,0,90000.0,990000.0,990000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2026-01-18,2025-03-09,382,-315,540000.0
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,9,200000,1800000,8,10,8,-2,110000.0,1100000.0,880000.0,220000.0,-20.0,Bogotá,Soleado,Ahorro,2025-12-18,2025-01-22,351,-330,1910000.0
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,9,9,9,0,110000.0,990000.0,990000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-12-22,2025-01-11,355,-345,1510000.0
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,14,130000,1820000,14,16,14,-2,120000.0,1920000.0,1680000.0,240000.0,-13.0,Bogotá,Soleado,Ahorro,2025-12-12,2025-01-23,345,-323,1940000.0
1,Urbanización Los Almendros,Residencial,Instalaciones,Acueducto,Punto agua,Punto,18,140000,2520000,14,14,14,0,120000.0,1680000.0,1680000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-11-26,2025-03-07,329,-264,2640000.0
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,12,40000,480000,16,17,16,-1,100000.0,1700000.0,1600000.0,100000.0,-6.0,Bogotá,Soleado,Ahorro,2025-12-29,2025-03-15,362,-289,580000.0
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,108,4500,486000,15,14,15,1,130000.0,1820000.0,1950000.0,-130000.0,7.0,Bogotá,Nublado,Sobrecosto,2025-12-25,2025-02-02,358,-326,616000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,27,40000,1080000,13,14,13,-1,100000.0,1400000.0,1300000.0,100000.0,-7.0,Bogotá,Soleado,Ahorro,2025-12-08,2025-02-26,341,-285,1180000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,24,30000,720000,9,11,9,-2,95000.0,1045000.0,855000.0,190000.0,-18.0,Bogotá,Soleado,Ahorro,2026-01-18,2025-02-22,382,-330,815000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,81,4500,364500,24,31,24,-7,130000.0,4030000.0,3120000.0,910000.0,-23.0,Bogotá,Soleado,Ahorro,2026-01-27,2025-03-02,391,-331,494500.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-12-09,2025-01-29,342,-314,2580000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,5,300000,1500000,6,8,6,-2,100000.0,800000.0,600000.0,200000.0,-25.0,Bogotá,Soleado,Ahorro,2025-12-29,2025-01-20,362,-343,1600000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,6,7,6,-1,95000.0,665000.0,570000.0,95000.0,-14.0,Bogotá,Soleado,Ahorro,2026-02-04,2025-01-29,399,-371,1095000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,116,4500,522000,29,28,29,1,130000.0,3640000.0,3770000.0,-130000.0,4.0,Bogotá,Nublado,Sobrecosto,2026-02-01,2025-03-13,396,-325,652000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,16,15,16,1,130000.0,1950000.0,2080000.0,-130000.0,7.0,Bogotá,Nublado,Sobrecosto,2025-12-22,2025-02-27,355,-298,629500.0
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,23,40000,920000,15,13,15,2,100000.0,1300000.0,1500000.0,-200000.0,15.0,Bogotá,Lluvia,Sobrecosto,2026-01-03,2025-02-28,367,-309,1020000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,13,17,13,-4,95000.0,1615000.0,1235000.0,380000.0,-24.0,Bogotá,Soleado,Ahorro,2026-01-21,2025-01-30,385,-356,965000.0
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,15,40000,600000,16,15,16,1,100000.0,1500000.0,1600000.0,-100000.0,7.0,Bogotá,Lluvia,Sobrecosto,2026-01-01,2025-02-28,365,-307,700000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,7,150000,1050000,16,18,16,-2,120000.0,2160000.0,1920000.0,240000.0,-11.0,Bogotá,Soleado,Ahorro,2026-02-01,2025-02-15,396,-351,1170000.0
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,7,120000,840000,10,12,10,-2,120000.0,1440000.0,1200000.0,240000.0,-17.0,Bogotá,Soleado,Ahorro,2025-12-16,2025-03-05,349,-286,960000.0
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,15,16,15,-1,130000.0,2080000.0,1950000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-12-09,2025-02-14,342,-298,4680000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,11,10,11,1,110000.0,1100000.0,1210000.0,-110000.0,10.0,Bogotá,Nublado,Sobrecosto,2025-12-28,2025-02-21,361,-310,1710000.0
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,5,5,5,0,95000.0,475000.0,475000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-12-18,2025-02-11,351,-310,2595000.0
4,Conjunto Horizonte Verde,Residencial,Acabados,Cielorraso,Drywall,Lámina,20,40000,800000,12,14,12,-2,100000.0,1400000.0,1200000.0,200000.0,-14.0,Bogotá,Soleado,Ahorro,2025-12-27,2025-02-06,360,-324,900000.0
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,29,30,29,-1,130000.0,3900000.0,3770000.0,130000.0,-3.0,Bogotá,Soleado,Ahorro,2026-01-30,2025-02-24,394,-340,2930000.0
